vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,vendor_product,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,service_dependents,effective_internet_exposed,exposure_conflict,is_synthetic_cve,edr_missing,asset_stale,exploit_available_flag,patch_available_flag,auth_required_flag,ti_match_count,ti_intel_ids,ti_actors,ti_campaigns,ti_ransomware,ti_best_maturity,ti_profile_targeted,ti_last_seen,ti_summaries,in_kev,kev_ransomware,kev_date_added,kev_required_action,actively_exploited,ransomware_linked
V-2049,A-1015,Session Fixation Attack,CVE-SYN-2024-0311,Medium,5.2,No,Yes,110,Internet,Yes,Open,Session Handler,hr-portal-prod,Web Application,Production,HR Team,Employee Services,Yes,High,Employee PII,Yes,2,PHP 8.1 / Apache 2.4 / Ubuntu 22.04,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,True,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2050,A-1016,Cross-Site Scripting in Ticket Comments,CVE-SYN-2025-0201,Medium,6.3,No,Yes,44,Internet,No,Open,Comment Module,customer-support-portal,Web Application,Production,Customer Experience,Customer Support Portal,Yes,High,Customer PII,Yes,1,Django 4.2 / Ubuntu 22.04,Support agents cannot access tickets; customer escalations unmanaged,Yes,GDPR,Medium,4,Customer Login,Medium,0,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2051,A-1016,IDOR in Ticket View API,CVE-SYN-2025-0202,High,7.8,Yes,Yes,22,Internet,Yes,Open,Ticket API,customer-support-portal,Web Application,Production,Customer Experience,Customer Support Portal,Yes,High,Customer PII,Yes,1,Django 4.2 / Ubuntu 22.04,Support agents cannot access tickets; customer escalations unmanaged,Yes,GDPR,Medium,4,Customer Login,Medium,0,True,False,True,False,False,True,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2052,A-1016,OpenSSH Unauthenticated RCE (regreSSHion),CVE-2024-6387,High,8.1,Yes,Yes,39,Internet,No,Open,OpenSSH,customer-support-portal,Web Application,Production,Customer Experience,Customer Support Portal,Yes,High,Customer PII,Yes,1,Django 4.2 / Ubuntu 22.04,Support agents cannot access tickets; customer escalations unmanaged,Yes,GDPR,Medium,4,Customer Login,Medium,0,True,False,False,False,False,True,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2053,A-1017,SolarWinds Web Help Desk Deserialization RCE,CVE-2024-28986,Critical,9.8,Yes,Yes,60,Internal,No,Open,Java Deserialization,helpdesk-prod,Application Server,Production,IT Operations,Employee Services,No,High,Internal Confidential,Yes,5,SolarWinds Web Help Desk 12.7,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,False,False,False,False,False,True,True,False,1,TI-3020,PhantomGrid,SolarWinds RCE,True,Active Exploitation,False,2026-04-11,PhantomGrid targeting SolarWinds Web Help Desk via CVE-2024-28986 Java deserialization RCE. MSPs and enterprise IT teams are primary victims — lateral movement to connected endpoints follows.,True,False,2024-08-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2054,A-1017,SolarWinds WHD Hardcoded Credentials,CVE-2024-28987,Critical,9.1,Yes,Yes,60,Internal,No,Open,Authentication,helpdesk-prod,Application Server,Production,IT Operations,Employee Services,No,High,Internal Confidential,Yes,5,SolarWinds Web Help Desk 12.7,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,False,False,False,False,False,True,True,False,1,TI-3021,PhantomGrid,SolarWinds RCE,True,Active Exploitation,False,2026-04-11,PhantomGrid chaining hardcoded credentials CVE-2024-28987 with RCE CVE-2024-28986 on SolarWinds WHD. Complete system takeover possible without prior credentials.,True,False,2024-10-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2055,A-1017,Missing Patch for Critical Vendor Advisory,CVE-SYN-2024-0900,High,8.0,No,Yes,90,Internal,Yes,Open,Application Core,helpdesk-prod,Application Server,Production,IT Operations,Employee Services,No,High,Internal Confidential,Yes,5,SolarWinds Web Help Desk 12.7,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2056,A-1018,Microsoft Exchange NTLM Relay Privilege Escalation,CVE-2024-21410,Critical,9.8,Yes,Yes,90,Internet,No,Open,NTLM Auth,email-server-prod,Mail Server,Production,IT Operations,Internal Communications,Yes,High,Internal Confidential,Yes,1,Microsoft Exchange 2019 CU13,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,0,True,False,False,False,False,True,True,False,1,TI-3019,Unknown,Exchange NTLMv2 Relay,False,Weaponized,False,2026-04-17,Multiple threat actors exploiting Microsoft Exchange CVE-2024-21410 to relay NTLMv2 hashes. Internal privilege escalation follows. No ransomware link confirmed.,True,False,2024-02-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,False
V-2057,A-1018,Exchange Server-Side Request Forgery,CVE-SYN-2025-0501,High,8.5,No,Yes,50,Internet,No,Open,Request Processor,email-server-prod,Mail Server,Production,IT Operations,Internal Communications,Yes,High,Internal Confidential,Yes,1,Microsoft Exchange 2019 CU13,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,0,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2058,A-1019,WordPress Plugin Remote Code Execution,CVE-2024-4577,Critical,9.8,Yes,Yes,35,Internet,No,Open,PHP CGI / Plugin,corporate-site-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.4 / PHP 8.1 / nginx,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,False,False,False,True,True,False,2,"TI-3013, TI-3016","AmberFox, GrayLotus","CMS Spray, HR Data Theft",False,Commodity Exploit,False,2026-04-12,AmberFox also observed leveraging PHP CGI injection CVE-2024-4577 on HR portal systems running PHP. | Same GrayLotus botnet also exploiting PHP CVE-2024-4577 on CMS hosts. High volume but lower sophistication.,True,True,2024-06-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2059,A-1019,Outdated WordPress Core Version,CVE-SYN-2025-0123,High,7.9,Yes,Yes,35,Internet,No,Open,CMS Core,corporate-site-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.4 / PHP 8.1 / nginx,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,True,False,False,True,True,False,1,TI-3015,GrayLotus,CMS Spray,False,Commodity Exploit,False,2026-04-12,Automated botnet scanning for outdated CMS installations. Targets are primarily opportunistic — corporate websites and marketing CMSes.,False,False,,,True,False
V-2060,A-1019,Directory Listing Enabled,CVE-SYN-2023-0110,Medium,5.4,No,Yes,200,Internet,No,Open,Web Server Config,corporate-site-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.4 / PHP 8.1 / nginx,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2061,A-1020,Jenkins Arbitrary File Read via CLI,CVE-2024-23897,Critical,9.8,Yes,Yes,90,Internal,No,Open,Jenkins CLI,jenkins-prod,Build Server,Production,DevOps,DevOps Platform,No,High,Source Code,No,4,Jenkins 2.426,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,False,False,False,True,False,True,True,False,1,TI-3010,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,"Jenkins CVE-2024-23897 arbitrary file read actively leveraged by SilentForge to extract secrets.json, credentials.xml and SSH keys from build servers.",True,True,2024-08-19,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2062,A-1020,Jenkins Build Script Injection,CVE-SYN-2025-0801,High,8.8,No,Yes,60,Internal,Yes,Open,Pipeline Script,jenkins-prod,Build Server,Production,DevOps,DevOps Platform,No,High,Source Code,No,4,Jenkins 2.426,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,False,False,True,True,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2063,A-1020,Exposed CI/CD Secrets in Environment Vars,CICD-SYN-001,Critical,9.4,Yes,Yes,21,Internal,Yes,Open,Build Pipeline,jenkins-prod,Build Server,Production,DevOps,DevOps Platform,No,High,Source Code,No,4,Jenkins 2.426,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,False,False,True,True,False,True,True,True,1,TI-3008,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,Attackers are targeting CI/CD systems to steal source code and deployment secrets. Exposed build variables and hardcoded credentials are the primary vector.,False,False,,,True,False
V-2064,A-1021,Citrix ADC Session Token Leak (CitrixBleed),CVE-2023-4966,Critical,9.4,Yes,Yes,180,Internet,No,Open,NetScaler ADC,load-balancer-prod-01,Load Balancer,Production,Network Team,Customer Login,Yes,High,Internal Access,No,1,Citrix NetScaler ADC 13.0,Users cannot authenticate to the customer portal; all customer-facing transactions blocked,Yes,GDPR,Critical,1,Identity Verification,Very Low,3,True,False,False,True,False,True,True,False,1,TI-3017,IronVeil,CitrixBleed Exploitation,True,Active Exploitation,True,2026-04-20,IronVeil group actively exploiting Citrix NetScaler CitrixBleed CVE-2023-4966 to harvest session tokens from load balancers protecting financial portals. Tokens used to bypass MFA.,True,True,2023-10-18,Apply mitigations and kill all active and persistent sessions per vendor instructions [https://www.netscaler.com/blog/news/cve-2023-4966-critical-security-update-now-available-for-netscaler-adc-and-netscaler-gateway/] OR discontinue use of the product if mitigations are unavailable.,True,True
V-2065,A-1021,Unencrypted Management Interface,CVE-SYN-2025-0601,Medium,6.8,No,Yes,75,Internet,No,Open,Management Plane,load-balancer-prod-01,Load Balancer,Production,Network Team,Customer Login,Yes,High,Internal Access,No,1,Citrix NetScaler ADC 13.0,Users cannot authenticate to the customer portal; all customer-facing transactions blocked,Yes,GDPR,Critical,1,Identity Verification,Very Low,3,True,False,True,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2066,A-1022,Citrix ADC Session Token Leak (CitrixBleed),CVE-2023-4966,Critical,9.4,Yes,Yes,180,Internet,No,Open,NetScaler ADC,load-balancer-prod-02,Load Balancer,Production,Network Team,Payment Processing,Yes,High,Internal Access,No,1,Citrix NetScaler ADC 13.0,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,False,False,True,False,True,True,False,1,TI-3017,IronVeil,CitrixBleed Exploitation,True,Active Exploitation,True,2026-04-20,IronVeil group actively exploiting Citrix NetScaler CitrixBleed CVE-2023-4966 to harvest session tokens from load balancers protecting financial portals. Tokens used to bypass MFA.,True,True,2023-10-18,Apply mitigations and kill all active and persistent sessions per vendor instructions [https://www.netscaler.com/blog/news/cve-2023-4966-critical-security-update-now-available-for-netscaler-adc-and-netscaler-gateway/] OR discontinue use of the product if mitigations are unavailable.,True,True
V-2067,A-1022,SSL Certificate Near Expiry,CTRL-SYN-005,Medium,5.5,No,No,10,Internet,No,Open,TLS Certificate,load-balancer-prod-02,Load Balancer,Production,Network Team,Payment Processing,Yes,High,Internal Access,No,1,Citrix NetScaler ADC 13.0,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,False,True,True,False,False,False,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2068,A-1023,Cisco ASA Denial of Service,CVE-2024-20353,High,8.6,Yes,Yes,30,Internet,No,Open,VPN IKEv1,network-firewall-01,Firewall,Production,Network Team,Remote Access,Yes,Critical,Internal Access,No,2,Cisco ASA 9.18,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,False,True,False,True,True,False,0,,,,False,Not Applicable,False,,,True,False,2024-04-24,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,False
V-2069,A-1023,Cisco ASA Remote Access VPN Unauthenticated DoS,CVE-2024-20358,High,8.6,No,Yes,30,Internet,No,Open,VPN Service,network-firewall-01,Firewall,Production,Network Team,Remote Access,Yes,Critical,Internal Access,No,2,Cisco ASA 9.18,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,False,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2070,A-1023,Firewall Rule Allows Overly Broad Inbound Access,CTRL-SYN-006,High,7.9,No,Yes,180,Internet,No,Open,Firewall Policy,network-firewall-01,Firewall,Production,Network Team,Remote Access,Yes,Critical,Internal Access,No,2,Cisco ASA 9.18,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,True,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2071,A-1024,Storage Bucket Public Policy Misconfiguration,CLOUD-SYN-001,Critical,9.1,Yes,Yes,21,Internal,No,Open,Object Storage Policy,backup-storage-prod,Object Storage,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,6,AWS S3 / Veeam 12,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,False,True,True,False,1,TI-3011,NightHarbor,Backup Hunter,True,Active Exploitation,True,2026-04-15,Adversaries scanning for misconfigured cloud storage and backup systems. Goal is to identify restorable backups that can support extortion and double-extortion ransomware.,False,False,,,True,True
V-2072,A-1024,Backup Encryption Not Enforced,CLOUD-SYN-002,High,8.1,No,Yes,45,Internal,Yes,Open,Backup Config,backup-storage-prod,Object Storage,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,6,AWS S3 / Veeam 12,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2073,A-1024,No Immutable Backup Policy,CTRL-SYN-007,High,7.5,No,Yes,80,Internal,Yes,Open,Backup Policy,backup-storage-prod,Object Storage,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,6,AWS S3 / Veeam 12,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2074,A-1025,Kubernetes Dashboard Exposed Without Auth,K8S-SYN-001,Critical,9.5,No,Yes,45,Internal,No,Open,K8s Dashboard,k8s-cluster-prod-01,Kubernetes Cluster,Production,DevOps,Payment Processing,No,Critical,Payment Card Data,Yes,1,Kubernetes 1.27 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,False,False,True,False,False,False,True,False,1,TI-3025,Unknown,Kubernetes Dashboard Exploitation,False,Proof of Concept,False,2026-04-14,Security researchers and opportunistic attackers scanning for exposed Kubernetes dashboards. Unauthenticated access enables full cluster takeover.,False,False,,,False,False
V-2075,A-1025,Privileged Containers Running in Production,K8S-SYN-002,High,8.4,No,Yes,60,Internal,Yes,Open,Pod Security Policy,k8s-cluster-prod-01,Kubernetes Cluster,Production,DevOps,Payment Processing,No,Critical,Payment Card Data,Yes,1,Kubernetes 1.27 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2076,A-1025,Container Images With Critical CVEs,CVE-SYN-2024-0999,High,8.2,No,Yes,55,Internal,Yes,Open,Container Image,k8s-cluster-prod-01,Kubernetes Cluster,Production,DevOps,Payment Processing,No,Critical,Payment Card Data,Yes,1,Kubernetes 1.27 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2077,A-1026,PostgreSQL Privilege Escalation,CVE-2024-10978,Critical,9.2,Yes,Yes,40,Internal,Yes,Open,Database Engine,analytics-db-prod,Database,Production,Data Engineering,Analytics Platform,No,Medium,Aggregated Analytics,Yes,2,PostgreSQL 15 / Ubuntu 22.04,Business intelligence and product analytics unavailable,No,GDPR,Low,48,,High,0,False,False,False,False,False,True,True,True,1,TI-3014,BlackCinder,Database Grab,True,Active Exploitation,True,2026-04-19,Ransomware affiliates chaining PostgreSQL privilege escalation CVE-2024-10978 with lateral movement to internal databases. Finance and payment databases are primary targets.,False,False,,,True,True
V-2078,A-1026,Excessive Data Access by Analytics Users,CTRL-SYN-003,Medium,6.0,No,Yes,70,Internal,Yes,Open,DB Access Control,analytics-db-prod,Database,Production,Data Engineering,Analytics Platform,No,Medium,Aggregated Analytics,Yes,2,PostgreSQL 15 / Ubuntu 22.04,Business intelligence and product analytics unavailable,No,GDPR,Low,48,,High,0,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2079,A-1027,PostgreSQL Privilege Escalation,CVE-2024-10978,Critical,9.2,Yes,Yes,40,Internal,Yes,Open,Database Engine,data-warehouse-prod,Database,Production,Data Engineering,Data Warehouse,No,High,Customer PII,Yes,2,PostgreSQL 14 / Ubuntu 20.04,Historical reporting and ML model training blocked,No,GDPR,Medium,24,,Medium,0,False,False,False,False,False,True,True,True,1,TI-3014,BlackCinder,Database Grab,True,Active Exploitation,True,2026-04-19,Ransomware affiliates chaining PostgreSQL privilege escalation CVE-2024-10978 with lateral movement to internal databases. Finance and payment databases are primary targets.,False,False,,,True,True
V-2080,A-1027,Customer PII Not Masked in Dev Queries,CTRL-SYN-008,High,7.8,No,Yes,95,Internal,Yes,Open,Data Masking,data-warehouse-prod,Database,Production,Data Engineering,Data Warehouse,No,High,Customer PII,Yes,2,PostgreSQL 14 / Ubuntu 20.04,Historical reporting and ML model training blocked,No,GDPR,Medium,24,,Medium,0,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2081,A-1030,HashiCorp Vault Audit Log Disabled,CTRL-SYN-009,High,8.0,No,Yes,60,Internal,Yes,Open,Vault Audit,secrets-vault-prod,Application Server,Production,DevOps,DevOps Platform,No,Critical,Secrets,Yes,1,HashiCorp Vault 1.15,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2082,A-1030,Vault Token with Excessive Policies,CTRL-SYN-010,High,7.6,No,Yes,45,Internal,Yes,Open,Vault Token Policy,secrets-vault-prod,Application Server,Production,DevOps,DevOps Platform,No,Critical,Secrets,Yes,1,HashiCorp Vault 1.15,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2083,A-1032,WordPress PHP Object Injection via Plugin,CVE-2024-4577,Critical,9.8,Yes,Yes,40,Internet,No,Open,PHP CGI,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.2 / PHP 7.4 / Apache 2.4,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,False,False,False,True,True,False,2,"TI-3013, TI-3016","AmberFox, GrayLotus","CMS Spray, HR Data Theft",False,Commodity Exploit,False,2026-04-12,AmberFox also observed leveraging PHP CGI injection CVE-2024-4577 on HR portal systems running PHP. | Same GrayLotus botnet also exploiting PHP CVE-2024-4577 on CMS hosts. High volume but lower sophistication.,True,True,2024-06-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2084,A-1032,WordPress Plugin XSS,CVE-SYN-2025-0123,High,7.9,Yes,Yes,45,Internet,No,Open,CMS Plugin,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.2 / PHP 7.4 / Apache 2.4,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,True,False,False,True,True,False,1,TI-3015,GrayLotus,CMS Spray,False,Commodity Exploit,False,2026-04-12,Automated botnet scanning for outdated CMS installations. Targets are primarily opportunistic — corporate websites and marketing CMSes.,False,False,,,True,False
V-2085,A-1032,Directory Listing Enabled,CVE-SYN-2023-0110,Medium,5.4,No,Yes,250,Internet,No,Open,Web Server Config,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.2 / PHP 7.4 / Apache 2.4,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2086,A-1032,PHP 7.4 End of Life,CVE-SYN-2024-0012,High,7.5,No,No,280,Internet,No,Open,PHP Runtime,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.2 / PHP 7.4 / Apache 2.4,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,True,False,False,False,False,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2087,A-1033,Confluence Server RCE - Older Version,CVE-2023-22527,Critical,10.0,Yes,Yes,200,Internal,No,Open,OGNL Template Engine,internal-wiki-prod,Application Server,Production,Engineering,Internal Communications,No,Medium,Internal Confidential,Yes,4,Atlassian Confluence 7.19,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,0,False,False,False,False,False,True,True,False,1,TI-3006,RedMantis,Collaboration Breach,True,Weaponized,True,2026-04-23,Same RedMantis campaign also exploiting Confluence RCE CVE-2023-22527. Victims include engineering-heavy SaaS firms in MENA region.,True,True,2024-01-24,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2088,A-1033,Confluence Unrestricted File Upload,CVE-SYN-2025-0339,High,8.1,No,Yes,55,Internal,Yes,Open,File Upload Handler,internal-wiki-prod,Application Server,Production,Engineering,Internal Communications,No,Medium,Internal Confidential,Yes,4,Atlassian Confluence 7.19,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,0,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2089,A-1034,Windows Server 2012 R2 End of Support — No Security Patches,CVE-SYN-2024-0001,Critical,10.0,No,No,365,Internal,Yes,Open,Operating System,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,PostgreSQL 11 / Windows Server 2012 R2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,False,True,1,TI-3024,GhostByte,Legacy OS Exploitation,False,Commodity Exploit,False,2026-04-08,Opportunistic actors targeting Windows Server 2012 R2 end-of-support systems. No vendor patches available — exploitation is persistent and low-effort.,False,False,,,True,False
V-2090,A-1034,PostgreSQL 11 End of Life,CVE-SYN-2024-0002,High,8.0,No,No,280,Internal,Yes,Open,Database Engine,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,PostgreSQL 11 / Windows Server 2012 R2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2091,A-1034,No EDR Agent Installed,CTRL-SYN-001,High,7.5,No,Yes,90,Internal,Yes,Open,Endpoint Control,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,PostgreSQL 11 / Windows Server 2012 R2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False
V-2092,A-1038,Fortinet SSL-VPN Heap Buffer Overflow RCE,CVE-2024-21762,Critical,9.8,Yes,Yes,27,Internet,No,Open,VPN Firmware,vpn-staging,VPN Gateway,Staging,Network Team,Remote Access,Yes,Medium,Staging Access,No,10,Fortinet FortiGate 7.2.5,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,False,True,False,True,True,False,1,TI-3001,CrimsonJackal,Gateway Breaker,True,Weaponized,True,2026-04-22,Active exploitation of Fortinet SSL-VPN CVE-2024-21762 observed against financial services and fintech firms in the Gulf region. Initial access leads to internal lateral movement and ransomware staging.,True,True,2024-02-09,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2093,A-1038,Staging VPN Shares Production Credentials,CTRL-SYN-011,Critical,9.0,No,Yes,30,Internet,No,Open,Credential Management,vpn-staging,VPN Gateway,Staging,Network Team,Remote Access,Yes,Medium,Staging Access,No,10,Fortinet FortiGate 7.2.5,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,True,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2094,A-1045,Microsoft Exchange NTLM Relay Privilege Escalation,CVE-2024-21410,Critical,9.8,Yes,Yes,90,Internal,No,Open,NTLM Auth,email-server-staging,Mail Server,Staging,IT Operations,Internal Communications,No,Low,Test Data,No,14,Microsoft Exchange 2019 CU12,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,0,False,False,False,True,False,True,True,False,1,TI-3019,Unknown,Exchange NTLMv2 Relay,False,Weaponized,False,2026-04-17,Multiple threat actors exploiting Microsoft Exchange CVE-2024-21410 to relay NTLMv2 hashes. Internal privilege escalation follows. No ransomware link confirmed.,True,False,2024-02-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,False
V-2095,A-1046,Jenkins Arbitrary File Read via CLI,CVE-2024-23897,Critical,9.8,Yes,Yes,90,Internal,No,Open,Jenkins CLI,dev-build-server-01,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,12,Jenkins 2.414 / Ubuntu 22.04,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,False,False,False,True,False,True,True,False,1,TI-3010,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,"Jenkins CVE-2024-23897 arbitrary file read actively leveraged by SilentForge to extract secrets.json, credentials.xml and SSH keys from build servers.",True,True,2024-08-19,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2096,A-1046,Exposed CI/CD Secrets in Build Vars,CICD-SYN-001,Critical,9.4,Yes,Yes,14,Internal,Yes,Open,Build Pipeline,dev-build-server-01,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,12,Jenkins 2.414 / Ubuntu 22.04,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,False,False,True,True,False,True,True,True,1,TI-3008,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,Attackers are targeting CI/CD systems to steal source code and deployment secrets. Exposed build variables and hardcoded credentials are the primary vector.,False,False,,,True,False
