vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,vendor_product,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,service_dependents,effective_internet_exposed,exposure_conflict,is_synthetic_cve,edr_missing,asset_stale,exploit_available_flag,patch_available_flag,auth_required_flag,ti_match_count,ti_intel_ids,ti_actors,ti_campaigns,ti_ransomware,ti_best_maturity,ti_profile_targeted,ti_last_seen,ti_summaries,in_kev,kev_ransomware,kev_date_added,kev_required_action,actively_exploited,ransomware_linked,likelihood,likelihood_breakdown,impact,impact_breakdown,risk_score
V-2079,A-1027,PostgreSQL Privilege Escalation,CVE-2024-10978,Critical,9.2,Yes,Yes,40,Internal,Yes,Open,Database Engine,data-warehouse-prod,Database,Production,Data Engineering,Data Warehouse,No,High,Customer PII,Yes,2,PostgreSQL 14 / Ubuntu 20.04,Historical reporting and ML model training blocked,No,GDPR,Medium,24,,Medium,0,False,False,False,False,False,True,True,True,1,TI-3014,BlackCinder,Database Grab,True,Active Exploitation,True,2026-04-19,Ransomware affiliates chaining PostgreSQL privilege escalation CVE-2024-10978 with lateral movement to internal databases. Finance and payment databases are primary targets.,False,False,,,True,True,0.26888888888888884,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""BlackCinder"", ""ti_maturity"": ""Active Exploitation""}, ""cvss_multiplier"": {""cvss"": 9.2, ""value"": 0.968}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.514,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Database"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",13.8
V-2007,A-1002,Verbose API Error Disclosure,CVE-SYN-2024-0144,Low,3.1,No,Yes,120,Internet,No,Open,Application Config,idv-gateway-prod,API Server,Production,Identity Team,Identity Verification,Yes,Critical,Customer PII,Yes,1,Node.js 18 / Ubuntu 22.04,KYC and onboarding fails; regulatory obligations at risk,Yes,"GDPR, UAE PDPL",Critical,1,,Very Low,1,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.1645454545454545,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 3.1, ""value"": 0.724}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR, UAE PDPL"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",13.2
V-2053,A-1017,SolarWinds Web Help Desk Deserialization RCE,CVE-2024-28986,Critical,9.8,Yes,Yes,60,Internal,No,Open,Java Deserialization,helpdesk-prod,Application Server,Production,IT Operations,Employee Services,No,High,Internal Confidential,Yes,5,SolarWinds Web Help Desk 12.7,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,False,False,False,False,False,True,True,False,1,TI-3020,PhantomGrid,SolarWinds RCE,True,Active Exploitation,False,2026-04-11,PhantomGrid targeting SolarWinds Web Help Desk via CVE-2024-28986 Java deserialization RCE. MSPs and enterprise IT teams are primary victims — lateral movement to connected endpoints follows.,True,False,2024-08-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.26303030303030295,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": false, ""ti_actors"": ""PhantomGrid"", ""ti_maturity"": ""Active Exploitation""}, ""cvss_multiplier"": {""cvss"": 9.8, ""value"": 0.992}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.49800000000000005,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",13.1
V-2054,A-1017,SolarWinds WHD Hardcoded Credentials,CVE-2024-28987,Critical,9.1,Yes,Yes,60,Internal,No,Open,Authentication,helpdesk-prod,Application Server,Production,IT Operations,Employee Services,No,High,Internal Confidential,Yes,5,SolarWinds Web Help Desk 12.7,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,False,False,False,False,False,True,True,False,1,TI-3021,PhantomGrid,SolarWinds RCE,True,Active Exploitation,False,2026-04-11,PhantomGrid chaining hardcoded credentials CVE-2024-28987 with RCE CVE-2024-28986 on SolarWinds WHD. Complete system takeover possible without prior credentials.,True,False,2024-10-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.2556060606060605,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": false, ""ti_actors"": ""PhantomGrid"", ""ti_maturity"": ""Active Exploitation""}, ""cvss_multiplier"": {""cvss"": 9.1, ""value"": 0.964}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.49800000000000005,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",12.7
V-2102,A-1052,Windows DWM Kernel Privilege Escalation,CVE-2024-30051,High,7.8,Yes,Yes,22,Internal,Yes,Open,Windows DWM,exec-laptop-cfo,Endpoint,Production,Finance Team,Executive Operations,No,High,Executive Confidential,Yes,2,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,False,False,False,True,True,True,0,,,,False,Not Applicable,False,,,True,True,2024-05-14,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.23030303030303023,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.8, ""value"": 0.912}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.524,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""8"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Executive Confidential"", ""score"": 0.8, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Endpoint"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",12.1
V-2101,A-1051,NTLM Hash Disclosure via Spoofing,CVE-2024-43451,Medium,6.5,Yes,Yes,30,Internal,Yes,Open,NTLM Protocol,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,False,True,False,True,True,True,0,,,,False,Not Applicable,False,,,True,False,2024-11-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,False,0.22151515151515144,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""actively_exploited"", ""value"": 0.85, ""in_kev"": true, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 6.5, ""value"": 0.86}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.524,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""8"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Executive Confidential"", ""score"": 0.8, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Endpoint"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",11.6
V-2046,A-1014,Unauthenticated Build Trigger,CVE-SYN-2025-0887,High,8.2,No,Yes,60,Internet,No,Open,Build API,teamcity-prod,Build Server,Production,DevOps,DevOps Platform,Yes,High,Source Code,No,3,JetBrains TeamCity 2023.11,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,True,False,True,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.253090909090909,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.2, ""value"": 0.928}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.458,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Build Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",11.6
V-2063,A-1020,Exposed CI/CD Secrets in Environment Vars,CICD-SYN-001,Critical,9.4,Yes,Yes,21,Internal,Yes,Open,Build Pipeline,jenkins-prod,Build Server,Production,DevOps,DevOps Platform,No,High,Source Code,No,4,Jenkins 2.426,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,False,False,True,True,False,True,True,True,1,TI-3008,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,Attackers are targeting CI/CD systems to steal source code and deployment secrets. Exposed build variables and hardcoded credentials are the primary vector.,False,False,,,True,False,0.25139393939393934,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""actively_exploited"", ""value"": 0.85, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""SilentForge"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 9.4, ""value"": 0.976}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.458,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Build Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",11.5
V-2050,A-1016,Cross-Site Scripting in Ticket Comments,CVE-SYN-2025-0201,Medium,6.3,No,Yes,44,Internet,No,Open,Comment Module,customer-support-portal,Web Application,Production,Customer Experience,Customer Support Portal,Yes,High,Customer PII,Yes,1,Django 4.2 / Ubuntu 22.04,Support agents cannot access tickets; customer escalations unmanaged,Yes,GDPR,Medium,4,Customer Login,Medium,0,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.1936363636363636,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 6.3, ""value"": 0.852}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.5940000000000001,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Web Application"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",11.5
V-2035,A-1011,Session Timeout Too Long,CVE-SYN-2024-0311,Medium,5.2,No,Yes,110,Internet,Yes,Open,Session Management,crm-app-prod,Application Server,Production,Sales Ops,CRM Platform,Yes,High,Customer PII,Yes,2,Java 11 / Tomcat 9 / Ubuntu 20.04,Sales pipeline and customer support workflows disrupted,Yes,GDPR,Medium,8,Customer Login,Medium,0,True,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.17489177489177485,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 5.2, ""value"": 0.808}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.5780000000000001,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""8"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",10.1
V-2042,A-1013,Insecure Direct Object Reference in Spaces,CVE-SYN-2024-0634,High,7.5,No,Yes,88,Internet,No,Open,Space Management,confluence-prod,Application Server,Production,Engineering,Software Delivery,Yes,High,Source Code,Yes,1,Atlassian Confluence 8.5,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.2045454545454545,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.48200000000000004,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.9
V-2034,A-1011,Missing Security Headers,CVE-SYN-2024-0901,Low,3.7,No,Yes,90,Internet,No,Open,HTTP Headers,crm-app-prod,Application Server,Production,Sales Ops,CRM Platform,Yes,High,Customer PII,Yes,2,Java 11 / Tomcat 9 / Ubuntu 20.04,Sales pipeline and customer support workflows disrupted,Yes,GDPR,Medium,8,Customer Login,Medium,0,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.16999999999999996,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 3.7, ""value"": 0.748}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.5780000000000001,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""8"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.8
V-2087,A-1033,Confluence Server RCE - Older Version,CVE-2023-22527,Critical,10.0,Yes,Yes,200,Internal,No,Open,OGNL Template Engine,internal-wiki-prod,Application Server,Production,Engineering,Internal Communications,No,Medium,Internal Confidential,Yes,4,Atlassian Confluence 7.19,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,0,False,False,False,False,False,True,True,False,1,TI-3006,RedMantis,Collaboration Breach,True,Weaponized,True,2026-04-23,Same RedMantis campaign also exploiting Confluence RCE CVE-2023-22527. Victims include engineering-heavy SaaS firms in MENA region.,True,True,2024-01-24,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.2916666666666666,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""RedMantis"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 10.0, ""value"": 1.0}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.334,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Low"", ""score"": 0.25, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.7
V-2093,A-1038,Staging VPN Shares Production Credentials,CTRL-SYN-011,Critical,9.0,No,Yes,30,Internet,No,Open,Credential Management,vpn-staging,VPN Gateway,Staging,Network Team,Remote Access,Yes,Medium,Staging Access,No,10,Fortinet FortiGate 7.2.5,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,True,True,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.2618181818181817,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 9.0, ""value"": 0.96}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.37099999999999994,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""2"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Staging Access"", ""score"": 0.3, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": true, ""asset_type"": ""VPN Gateway"", ""value"": 0.1}, ""environment_modifier"": {""environment"": ""Staging"", ""value"": 0.7}}",9.7
